objectsWith2,total2Objects,ImageID,_nObjects_,_Object0_,_Object0_x,_Object0_y,_Object0_width,_Object0_height,_Object1_,_Object1_x,_Object1_y,_Object1_width,_Object1_height,_Object2_,_Object2_x,_Object2_y,_Object2_width,_Object2_height,_Object3_,_Object3_x,_Object3_y,_Object3_width,_Object3_height,_Object4_,_Object4_x,_Object4_y,_Object4_width,_Object4_height,_Object5_,_Object5_x,_Object5_y,_Object5_width,_Object5_height,_Object6_,_Object6_x,_Object6_y,_Object6_width,_Object6_height,_Object7_,_Object7_x,_Object7_y,_Object7_width,_Object7_height,_Object8_,_Object8_x,_Object8_y,_Object8_width,_Object8_height,_Object9_,_Object9_x,_Object9_y,_Object9_width,_Object9_height,_Object10_,_Object10_x,_Object10_y,_Object10_width,_Object10_height,_Object11_,_Object11_x,_Object11_y,_Object11_width,_Object11_height,_Object12_,_Object12_x,_Object12_y,_Object12_width,_Object12_height,_Object13_,_Object13_x,_Object13_y,_Object13_width,_Object13_height,_Object14_,_Object14_x,_Object14_y,_Object14_width,_Object14_height,_Object15_,_Object15_x,_Object15_y,_Object15_width,_Object15_height,_Object16_,_Object16_x,_Object16_y,_Object16_width,_Object16_height,_Object17_,_Object17_x,_Object17_y,_Object17_width,_Object17_height,_Object18_,_Object18_x,_Object18_y,_Object18_width,_Object18_height,_Object19_,_Object19_x,_Object19_y,_Object19_width,_Object19_height,_Object20_,_Object20_x,_Object20_y,_Object20_width,_Object20_height,_Object21_,_Object21_x,_Object21_y,_Object21_width,_Object21_height,_Object22_,_Object22_x,_Object22_y,_Object22_width,_Object22_height,_Object23_,_Object23_x,_Object23_y,_Object23_width,_Object23_height,_Object24_,_Object24_x,_Object24_y,_Object24_width,_Object24_height,_Object25_,_Object25_x,_Object25_y,_Object25_width,_Object25_height,_Object26_,_Object26_x,_Object26_y,_Object26_width,_Object26_height,objectNameHolder,xHolder,yHolder,heightHolder,widthHolder,new_column_placement,column
,0,Hframe (4844).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8674242424,0.2828282828,0.2754208754,0.0287878788,1,28
_Object4_,1,Hframe (4846).JPG,6,2,0.4017045455,0.7611111111,0.0174242424,0.0919191919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4017045455,0.7611111111,0.0919191919,0.0174242424,2,28
"_Object4_, _Object5_",2,Hframe (4849).JPG,7,2,0.6386363636,0.5205387205,0.0242424242,0.134006734,2,0.7832386364,0.1291245791,0.0285984848,0.1451178451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7832386364,0.1291245791,0.1451178451,0.0285984848,3,28
"_Object7_, _Object8_, _Object9_",3,Hframe (4851).JPG,11,2,0.3335227273,0.5781144781,0.0079545455,0.1104377104,2,0.4759469697,0.5627946128,0.0068181818,0.1067340067,2,0.6135416667,0.554040404,0.0070075758,0.1026936027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6135416667,0.554040404,0.1026936027,0.0070075758,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4852).JPG,8,2,0.6089015152,0.8890572391,0.0306818182,0.2218855219,2,0.7165719697,0.4595959596,0.0320075758,0.2693602694,2,0.7794507576,0.1616161616,0.0316287879,0.2255892256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7794507576,0.1616161616,0.2255892256,0.0316287879,4,28
,0,Hframe (4853).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7794507576,0.1616161616,0.2255892256,0.0316287879,1,28
,0,Hframe (4854).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7794507576,0.1616161616,0.2255892256,0.0316287879,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4855).JPG,7,2,0.2357954545,0.895959596,0.0310606061,0.2080808081,2,0.603219697,0.7872053872,0.0272727273,0.2922558923,2,0.8539772727,0.6666666667,0.0287878788,0.2478114478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8539772727,0.6666666667,0.2478114478,0.0287878788,4,28
_Object4_,1,Hframe (4856).JPG,6,2,0.3926136364,0.7787878788,0.0242424242,0.1090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3926136364,0.7787878788,0.1090909091,0.0242424242,2,28
_Object3_,1,Hframe (4859).JPG,5,2,0.5441287879,0.3626262626,0.0212121212,0.1198653199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5441287879,0.3626262626,0.1198653199,0.0212121212,2,28
,0,Hframe (486).JPG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5441287879,0.3626262626,0.1198653199,0.0212121212,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4860).JPG,8,2,0.3774621212,0.9936026936,0.0125,0.0127946128,2,0.5652462121,0.7247474747,0.015719697,0.0804713805,2,0.7269886364,0.4638047138,0.0232954545,0.0865319865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7269886364,0.4638047138,0.0865319865,0.0232954545,4,28
_Object4_,1,Hframe (4862).JPG,5,2,0.6565340909,0.8978114478,0.0316287879,0.2043771044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6565340909,0.8978114478,0.2043771044,0.0316287879,2,28
,0,Hframe (4864).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6565340909,0.8978114478,0.2043771044,0.0316287879,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4867).JPG,8,2,0.6551136364,0.931986532,0.0291666667,0.0936026936,2,0.6476325758,0.4008417508,0.0123106061,0.1215488215,2,0.6456439394,0.0185185185,0.0128787879,0.037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6456439394,0.0185185185,0.037037037,0.0128787879,4,28
_Object4_,1,Hframe (4869).JPG,6,2,0.4741477273,0.3008417508,0.0153409091,0.1255892256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4741477273,0.3008417508,0.1255892256,0.0153409091,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (487).JPG,7,2,0.3730113636,0.9427609428,0.0236742424,0.1144781145,2,0.4692234848,0.7203703704,0.0183712121,0.2542087542,2,0.5287878788,0.5153198653,0.0151515152,0.2070707071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5287878788,0.5153198653,0.2070707071,0.0151515152,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4871).JPG,8,2,0.3548295455,0.9410774411,0.0285984848,0.1178451178,2,0.609375,0.5565656566,0.0229166667,0.1892255892,2,0.8047348485,0.2457912458,0.0321969697,0.1838383838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8047348485,0.2457912458,0.1838383838,0.0321969697,4,28
,0,Hframe (4873).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8047348485,0.2457912458,0.1838383838,0.0321969697,1,28
,0,Hframe (4874).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8047348485,0.2457912458,0.1838383838,0.0321969697,1,28
_Object4_,1,Hframe (4877).JPG,5,2,0.6598484848,0.8599326599,0.028030303,0.1003367003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6598484848,0.8599326599,0.1003367003,0.028030303,2,28
_Object4_,1,Hframe (4878).JPG,6,2,0.3876893939,0.6496632997,0.0200757576,0.104040404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3876893939,0.6496632997,0.104040404,0.0200757576,2,28
_Object4_,1,Hframe (4879).JPG,6,2,0.4632575758,0.1151515152,0.0166666667,0.1407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4632575758,0.1151515152,0.1407407407,0.0166666667,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (488).JPG,7,2,0.3514204545,0.9417508418,0.0240530303,0.1164983165,2,0.5085227273,0.7797979798,0.0178030303,0.2545454545,2,0.6069128788,0.6117845118,0.015719697,0.2053872054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6069128788,0.6117845118,0.2053872054,0.015719697,4,28
"_Object4_, _Object5_",2,Hframe (4880).JPG,7,2,0.5463068182,0.5543771044,0.0100378788,0.062962963,2,0.5210227273,0.1569023569,0.0106060606,0.0828282828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5210227273,0.1569023569,0.0828282828,0.0106060606,3,28
"_Object4_, _Object5_",2,Hframe (4881).JPG,7,2,0.4457386364,0.4757575758,0.0206439394,0.1777777778,2,0.4932765152,0.0626262626,0.0160984848,0.1252525253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4932765152,0.0626262626,0.1252525253,0.0160984848,3,28
"_Object4_, _Object5_",2,Hframe (4882).JPG,7,2,0.6149621212,0.7607744108,0.0159090909,0.1464646465,2,0.7013257576,0.4090909091,0.0204545455,0.1461279461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7013257576,0.4090909091,0.1461279461,0.0204545455,3,28
,0,Hframe (4883).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7013257576,0.4090909091,0.1461279461,0.0204545455,1,28
,0,Hframe (4884).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7013257576,0.4090909091,0.1461279461,0.0204545455,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4885).JPG,7,2,0.2095643939,0.8269360269,0.0240530303,0.3461279461,2,0.6018939394,0.7545454545,0.0215909091,0.334006734,2,0.8477272727,0.686026936,0.0196969697,0.2723905724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8477272727,0.686026936,0.2723905724,0.0196969697,4,28
_Object3_,1,Hframe (4886).JPG,5,2,0.4442234848,0.2375420875,0.0176136364,0.1653198653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4442234848,0.2375420875,0.1653198653,0.0176136364,2,28
"_Object4_, _Object5_",2,Hframe (4888).JPG,7,2,0.3798295455,0.5777777778,0.0198863636,0.1313131313,2,0.4012310606,0.1552188552,0.0119318182,0.138047138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4012310606,0.1552188552,0.138047138,0.0119318182,3,28
,0,Hframe (4889).JPG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4012310606,0.1552188552,0.138047138,0.0119318182,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (489).JPG,7,2,0.3370265152,0.9363636364,0.0198863636,0.1272727273,2,0.5332386364,0.8291245791,0.0168560606,0.2535353535,2,0.6607007576,0.6947811448,0.0142045455,0.2077441077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6607007576,0.6947811448,0.2077441077,0.0142045455,4,28
"_Object4_, _Object5_",2,Hframe (4891).JPG,7,2,0.3208333333,0.6772727273,0.0371212121,0.1767676768,2,0.3678977273,0.1698653199,0.021780303,0.1841750842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3678977273,0.1698653199,0.1841750842,0.021780303,3,28
"_Object6_, _Object7_, _Object8_",3,Hframe (4892).JPG,10,2,0.5382575758,0.3067340067,0.0026515152,0.028956229,2,0.5789772727,0.3075757576,0.003030303,0.0292929293,2,0.6204545455,0.3090909091,0.0026515152,0.028956229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6204545455,0.3090909091,0.028956229,0.0026515152,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4893).JPG,8,2,0.4356060606,0.5693602694,0.0132575758,0.2087542088,2,0.4854166667,0.5713804714,0.0151515152,0.263973064,2,0.5659090909,0.5855218855,0.0227272727,0.3528619529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5659090909,0.5855218855,0.3528619529,0.0227272727,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4894).JPG,8,2,0.5455492424,0.1462962963,0.0164772727,0.2481481481,2,0.6208333333,0.1936026936,0.0238636364,0.3292929293,2,0.7632575758,0.2983164983,0.0439393939,0.4835016835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7632575758,0.2983164983,0.4835016835,0.0439393939,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4895).JPG,7,2,0.290719697,0.8117845118,0.0318181818,0.3764309764,2,0.6560606061,0.7255892256,0.0227272727,0.3407407407,2,0.8451704545,0.6562289562,0.0221590909,0.2585858586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.8451704545,0.6562289562,0.2585858586,0.0221590909,4,28
_Object2_,1,Hframe (4896).JPG,3,2,0.4534090909,0.0782828283,0.0178030303,0.1552188552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4534090909,0.0782828283,0.1552188552,0.0178030303,2,28
"_Object4_, _Object5_",2,Hframe (4897).JPG,7,2,0.6925189394,0.1691919192,0.015719697,0.1249158249,2,0.7009469697,0.7178451178,0.0356060606,0.1124579125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7009469697,0.7178451178,0.1124579125,0.0356060606,3,28
"_Object4_, _Object5_",2,Hframe (49).JPG,6,2,0.459469697,0.7230639731,0.0162878788,0.1410774411,2,0.5880681818,0.4176767677,0.0140151515,0.1383838384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5880681818,0.4176767677,0.1383838384,0.0140151515,3,28
"_Object7_, _Object8_, _Object9_",3,Hframe (4902).JPG,11,2,0.537405303,0.3138047138,0.003219697,0.0336700337,2,0.5830492424,0.3153198653,0.0035984848,0.034006734,2,0.6292613636,0.317003367,0.0039772727,0.034006734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6292613636,0.317003367,0.034006734,0.0039772727,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4903).JPG,8,2,0.4337121212,0.5919191919,0.0242424242,0.3481481481,2,0.2876893939,0.5553872054,0.0223484848,0.262962963,2,0.190530303,0.5297979798,0.0181818182,0.2198653199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.190530303,0.5297979798,0.2198653199,0.0181818182,4,28
_Object2_,1,Hframe (4906).JPG,3,2,0.4538825758,0.0264309764,0.0164772727,0.0528619529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4538825758,0.0264309764,0.0528619529,0.0164772727,2,28
"_Object4_, _Object5_",2,Hframe (4907).JPG,7,2,0.71875,0.6468013468,0.0363636364,0.1286195286,2,0.7108901515,0.082996633,0.0202651515,0.1538720539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7108901515,0.082996633,0.1538720539,0.0202651515,3,28
_Object4_,1,Hframe (4908).JPG,6,2,0.4232954545,0.2515151515,0.0200757576,0.169023569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4232954545,0.2515151515,0.169023569,0.0200757576,2,28
,0,Hframe (4909).JPG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4232954545,0.2515151515,0.169023569,0.0200757576,1,28
"_Object4_, _Object5_, _Object6_",3,Hframe (491).JPG,7,2,0.3442234848,0.8939393939,0.0225378788,0.2121212121,2,0.5683712121,0.8634680135,0.0181818182,0.264983165,2,0.7184659091,0.7964646465,0.0142045455,0.2218855219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7184659091,0.7964646465,0.2218855219,0.0142045455,4,28
_Object4_,1,Hframe (4911).JPG,6,2,0.3358901515,0.2476430976,0.040719697,0.1976430976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.3358901515,0.2476430976,0.1976430976,0.040719697,2,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4913).JPG,8,2,0.3178977273,0.5296296296,0.0126893939,0.1966329966,2,0.3659090909,0.6378787879,0.0174242424,0.2555555556,2,0.4459280303,0.8215488215,0.0248106061,0.3528619529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4459280303,0.8215488215,0.3528619529,0.0248106061,4,28
"_Object4_, _Object5_, _Object6_",3,Hframe (4915).JPG,7,2,0.8102272727,0.2915824916,0.0454545455,0.5831649832,2,0.7889204545,0.2786195286,0.0270833333,0.4097643098,2,0.7793560606,0.3,0.0178030303,0.3050505051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7793560606,0.3,0.3050505051,0.0178030303,4,28
"_Object4_, _Object5_",2,Hframe (4917).JPG,7,2,0.7178030303,0.5616161616,0.0397727273,0.1474747475,2,0.7123106061,0.0388888889,0.0174242424,0.0777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7123106061,0.0388888889,0.0777777778,0.0174242424,3,28
_Object2_,1,Hframe (4918).JPG,4,2,0.4520833333,0.0885521886,0.0200757576,0.1771043771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4520833333,0.0885521886,0.1771043771,0.0200757576,2,28
,0,Hframe (4919).JPG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.4520833333,0.0885521886,0.1771043771,0.0200757576,1,28
